73468	0.110282004	0.11691867	0.10282379	0.10186829	0.09984397	0.10408842	0.1318077	0.10432494	0.09975016	0.11114044
1124702	0.11370001	0.1301636	0.12162563	0.09861964	0.1004854	0.109028086	0.11930089	0.094551966	0.12479961	0.1387762
1124703	0.12537788	0.11713303	0.100018494	0.08706823	0.13803688	0.09196467	0.09418296	0.09486438	0.11004457	0.1033511
1124706	0.11651288	0.117204465	0.0917286	0.09919239	0.099642605	0.10338016	0.105367444	0.09769367	0.12372862	0.11008277
1050350	0.18371214	0.12737113	0.05505178	0.04714993	0.19469123	0.06633612	0.09998531	0.06891953	0.17498268	0.067170106
1136336	0.08602194	0.06991985	0.108642824	0.08819646	0.10100105	0.085658796	0.085587196	0.08318794	0.053492844	0.075823255
1080906	0.13757858	0.03125574	0.030311154	0.03636752	0.0703863	0.055169743	0.106700175	0.049474694	0.028482536	0.02797979
628159	0.12540293	0.14176814	0.08031893	0.11927625	0.06414776	0.100661665	0.07445194	0.16773114	0.060654815	0.14162683
148159	0.101668574	0.1032042	0.15087783	0.074720226	0.12146283	0.12775137	0.0700277	0.10112718	0.077090025	0.10462527
1136338	0.09742415	0.07747511	0.11102113	0.07892817	0.09951869	0.100065894	0.08854046	0.08178656	0.09446675	0.11102113
1127171	0.06741013	0.1151994	0.10128999	0.15577164	0.03696482	0.03651598	0.14897196	0.12555394	0.05724117	0.065526836
1105506	0.31516865	0.03832674	0.04637939	0.08311114	0.15902182	0.15196803	0.044151597	0.035773993	0.16076772	0.17634974
594518	0.101949714	0.10705631	0.09282346	0.10552851	0.06844926	0.0926936	0.088006206	0.10552851	0.082509995	0.09523081
1105500	0.08450726	0.07755234	0.11736262	0.07953842	0.09715277	0.09545586	0.09715277	0.13095938	0.108517915	0.11622186
776538	0.1140263	0.06430382	0.045555912	0.053680815	0.09470724	0.05755676	0.09594673	0.067533985	0.06537544	0.05654073
82447	0.09106733	0.0750889	0.11428926	0.08592827	0.06280823	0.115479656	0.081689395	0.08483228	0.08066568	0.079431124
1103225	0.07367333	0.061794102	0.09288234	0.08243168	0.1438909	0.13394229	0.13202108	0.06711475	0.07673075	0.121844135
1103226	0.10084867	0.09085357	0.05938841	0.08712645	0.08519098	0.069603905	0.0903279	0.08836064	0.09537776	0.073828764
1114019	0.18165995	0.090065636	0.13365577	0.1237939	0.07596993	0.042204197	0.15256299	0.15600802	0.18227278	0.034322504
780006	0.07774821	0.07632798	0.1759402	0.06351628	0.07703002	0.15224199	0.15731864	0.07640381	0.069118656	0.0717358
379755	0.06364201	0.07824809	0.097085506	0.0748977	0.06751661	0.068202995	0.06854773	0.07067398	0.08592507	0.07057673
240102	0.080439925	0.094721906	0.11136467	0.07340609	0.13477926	0.085651875	0.112711154	0.15598486	0.11838849	0.07396488
866517	0.12950823	0.06250556	0.124699354	0.09205561	0.062585264	0.0834135	0.07466072	0.10378449	0.11971319	0.058781777
128879	0.09932721	0.091767825	0.1574668	0.15459344	0.15251379	0.0591194	0.13282433	0.096994355	0.08740259	0.15427738
1122287	0.058012534	0.07280793	0.043106373	0.19445896	0.08512613	0.06164602	0.12592751	0.07535876	0.083953165	0.11117709
1122283	0.09109847	0.08070784	0.1544214	0.0910277	0.09613403	0.12604225	0.121919625	0.0864119	0.089588776	0.107109755
489165	0.073067635	0.09168778	0.059752166	0.24063674	0.10873765	0.03312867	0.24895394	0.07872761	0.2434849	0.109259106
1072249	0.047879294	0.078394726	0.058736894	0.057597484	0.059637494	0.097109385	0.065283895	0.053224653	0.07188651	0.051724173
57292	0.07422846	0.061627887	0.060736105	0.08133884	0.06984828	0.10220522	0.06516385	0.06843122	0.099269345	0.110906646
895871	0.04054062	0.13669404	0.12334183	0.03850969	0.100312665	0.047011297	0.063778	0.07934961	0.05225419	0.06737063
1069829	0.06548576	0.099997684	0.10213042	0.14381713	0.06539057	0.07429208	0.06795977	0.086298786	0.06899176	0.07601453
972654	0.08670851	0.093862765	0.08189243	0.099412136	0.155308	0.10310519	0.09988285	0.15417024	0.10819415	0.09121468
409003	0.08377209	0.087775856	0.06756943	0.06583256	0.06336446	0.06402758	0.06588832	0.09665826	0.06426636	0.09801053
97333	0.081217684	0.102493994	0.0920998	0.094375305	0.087463826	0.086698495	0.093924396	0.09873663	0.09264293	0.097553164
1051913	0.081452556	0.08155215	0.07252894	0.07822796	0.109999806	0.10154999	0.10095667	0.14768498	0.09722299	0.1205485
153774	0.067005455	0.15932468	0.025732035	0.035691697	0.16111588	0.11070478	0.06713311	0.03371797	0.030952808	0.033273216
590451	0.10090298	0.09685337	0.10287491	0.090440676	0.09053903	0.114696935	0.08401272	0.10319397	0.10528599	0.07550017
46700	0.13758433	0.100674525	0.10582539	0.13758433	0.10902845	0.08618299	0.11860962	0.09246395	0.08888785	0.094509445
104711	0.0812211	0.05910074	0.07241481	0.07683739	0.0656418	0.060341883	0.15959293	0.060344417	0.0620112	0.07363561
1130567	0.072698176	0.077898525	0.069736004	0.09744661	0.07017763	0.053631727	0.100088306	0.059537463	0.11563767	0.07595875
1130566	0.16903521	0.11753704	0.10561233	0.08484908	0.1245281	0.092082985	0.07837531	0.1004722	0.09333776	0.11972889
1135040	0.07664683	0.05134266	0.060542375	0.06147773	0.08431316	0.08029753	0.07404518	0.112282164	0.11816316	0.04851521
891252	0.08429894	0.07382432	0.108460724	0.1294061	0.0947764	0.076199144	0.0898998	0.099658035	0.0977394	0.113566816
899008	0.09008209	0.09485299	0.12355236	0.09149382	0.09388977	0.10826383	0.10406799	0.124641955	0.11049853	0.12752049
24881	0.08354414	0.09258742	0.1029187	0.07586303	0.103399806	0.074879736	0.076287255	0.08818835	0.097603604	0.12287453
1125152	0.11181188	0.093635574	0.053149343	0.0836344	0.05901895	0.061690576	0.0836344	0.061617278	0.11925983	0.1027867
1109886	0.105919994	0.0739221	0.07330388	0.090276875	0.096721314	0.10669736	0.095948346	0.08654175	0.10558582	0.10011894
880976	0.1259211	0.10931878	0.18976323	0.06670728	0.11027324	0.17232138	0.044947628	0.093840696	0.046712954	0.0475167
1134276	0.09075368	0.1022595	0.09752407	0.09876342	0.1022595	0.09714194	0.09644593	0.103886	0.088740356	0.095552705
1134271	0.17055115	0.066838734	0.05754856	0.09654644	0.047531497	0.07002615	0.20245688	0.09363862	0.05514506	0.13352388
